,card,fouls_committed,fouls_suffered,goal,goals,league,player,season,shotoff,shoton,team,penalties,non_penalties
3753,"[u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",41,12,[u'shot'],1,10257,41655,2015/2016,7,5,10233,0,1
3754,"[u'y', u'y', u'y2', u'y']",35,34,[u'distance'],1,10257,293235,2015/2016,12,10,8540,0,1
3755,"[u'y', u'y']",24,7,[],0,10257,671159,2015/2016,11,10,10233,0,0
3756,"[u'y', u'y2']",10,9,[u'header'],1,10257,42651,2015/2016,6,2,8540,0,1
3757,"[u'y', u'y', u'y', u'r']",12,2,[],0,10257,42434,2015/2016,0,2,8540,0,0
3758,[u'r'],10,33,[],0,10257,25597,2015/2016,9,9,10233,0,0
3759,"[u'y', u'y2']",6,10,[],0,10257,258873,2015/2016,1,0,10233,0,0
3760,"[u'y', u'y', u'y']",39,41,"[u'header', u'header', u'tap_in']",3,10257,429988,2015/2016,16,14,10233,0,3
3761,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",115,177,"[u'shot', u'shot', u'shot', u'volley', 'penalty', u'shot', u'distance', u'shot']",8,10257,270774,2015/2016,49,46,8540,1,7
3762,"[u'y', u'y', u'y', u'y', u'y']",36,26,[u'shot'],1,10257,279392,2015/2016,7,11,8540,0,1
3763,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",36,20,[],0,10257,30928,2015/2016,3,2,10233,0,0
3764,"[u'y', u'y', u'y', u'y']",16,7,[],0,10257,39284,2015/2016,4,0,10233,0,0
3765,"[u'y', u'y']",36,35,"[u'shot', u'distance', u'shot']",3,10257,208852,2015/2016,15,17,8540,0,3
3766,[],4,1,[],0,10257,72518,2015/2016,0,0,10233,0,0
3767,"[u'y', u'y', u'y']",18,10,[],0,10257,130113,2015/2016,6,7,8540,0,0
3768,"[u'y', u'y']",3,4,[u'shot'],1,10257,128456,2015/2016,1,0,8540,0,1
3769,"[u'y', u'y']",9,37,[],0,10257,38139,2015/2016,8,4,10233,0,0
3770,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",57,25,[],0,10257,108401,2015/2016,14,10,8540,0,0
3771,[],1,0,[],0,10257,575016,2015/2016,0,0,10233,0,0
3772,"[u'y', u'y', u'y', u'y']",18,12,[],0,10257,134236,2015/2016,7,6,10233,0,0
3773,"[u'y', u'y', u'y', u'y', u'y', u'y']",28,18,[],0,10257,434778,2015/2016,11,18,8540,0,0
3774,[],4,4,[],0,10257,119014,2015/2016,7,10,10233,0,0
3775,"[u'y', u'y']",6,2,[],0,10257,18880,2015/2016,1,0,208931,0,0
3776,"[u'y', u'y']",20,14,[],0,10257,163918,2015/2016,3,1,9882,0,0
3777,"[u'y', u'y', u'y', u'y']",19,31,[],0,10257,202341,2015/2016,5,3,208931,0,0
3778,"[u'y', u'y', u'y']",30,35,"[u'shot', u'shot', u'shot', u'header', u'tap_in', u'shot']",6,10257,196484,2015/2016,26,25,9882,0,6
3779,[u'y'],9,6,[u'distance'],1,10257,41404,2015/2016,6,4,208931,0,1
3780,[u'y'],2,1,[],0,10257,39643,2015/2016,0,1,9882,0,0
3781,"[u'y', u'y', u'y', u'y', u'y']",34,61,[u'loose_ball'],1,10257,414856,2015/2016,15,10,208931,0,1
3782,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",78,64,"[u'direct_freekick', u'shot', u'shot', u'shot']",4,10257,175646,2015/2016,24,20,9882,0,4
3783,[u'y'],6,3,[],0,10257,74305,2015/2016,1,0,208931,0,0
3784,[u'y'],17,30,"[u'distance', u'header']",2,10257,282060,2015/2016,10,12,208931,0,2
3785,"[u'y', u'y']",27,32,"['penalty', u'shot', u'shot', u'shot', 'penalty', u'shot', 'penalty', u'shot', u'header', u'shot', u'distance', u'header']",12,10257,39295,2015/2016,17,20,9882,3,9
3786,"[u'y', u'y', u'y', u'y']",17,14,[u'volley'],1,10257,182606,2015/2016,4,0,208931,0,1
3787,"[u'y', u'y2', u'y', u'y', u'y', u'y']",21,10,[u'lob'],1,10257,610668,2015/2016,0,1,9882,0,1
3788,"[u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",45,67,[u'header'],1,10257,414854,2015/2016,4,2,208931,0,1
3789,"[u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y']",31,22,[],0,10257,39422,2015/2016,2,1,9882,0,0
3790,"[u'y', u'y']",0,8,[],0,10257,41671,2015/2016,0,0,9882,0,0
3791,[u'y'],6,11,[],0,10257,306296,2015/2016,2,1,208931,0,0
3792,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",50,45,"[u'shot', u'volley', u'shot', u'distance', u'distance', u'distance', u'shot', u'shot']",8,10257,181995,2015/2016,22,24,9882,0,8
3793,[u'y'],10,49,"[u'shot', u'tap_in']",2,10257,32748,2015/2016,10,8,9882,0,2
3794,[u'y'],2,2,[],0,10257,267369,2015/2016,2,1,208931,0,0
3795,[u'y'],35,17,"[u'shot', u'shot', u'shot', u'direct_freekick', u'volley']",5,10257,299886,2015/2016,21,16,208931,0,5
3796,[],5,0,[],0,10257,105535,2015/2016,2,4,208931,0,0
3797,"[u'y', u'y']",19,34,"[u'shot', u'shot', u'volley']",3,10257,299374,2015/2016,14,16,208931,0,3
3798,"[u'y', u'y', u'y', u'y', u'y']",26,44,[],0,10257,293160,2015/2016,5,6,9875,0,0
3799,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",80,77,[u'distance'],1,10257,74034,2015/2016,9,14,7943,0,1
3800,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",34,37,"[u'shot', u'shot', u'shot', u'shot', u'distance']",5,10257,46104,2015/2016,26,25,9875,0,5
3801,"[u'y', u'y']",17,26,"[u'shot', u'volley', 'penalty', u'direct_freekick', u'deflected', u'distance', 'penalty', u'shot', u'volley', u'shot', u'direct_freekick', u'shot']",12,10257,193441,2015/2016,64,55,9875,2,10
3802,"[u'y', u'y', u'y']",13,5,[],0,10257,41688,2015/2016,0,1,9875,0,0
3803,"[u'y', u'y', u'y']",19,35,"[u'shot', u'volley', u'loose_ball', u'header']",4,10257,73024,2015/2016,6,3,7943,0,4
3804,"[u'y', u'y']",10,1,[u'header'],1,10257,177837,2015/2016,1,2,9875,0,1
3805,"[u'y', u'y', u'y2', u'y']",38,40,"[u'shot', u'shot', u'volley', u'shot', u'shot', u'shot', u'shot']",7,10257,265924,2015/2016,23,15,7943,0,7
3806,[],8,14,[],0,10257,39535,2015/2016,1,0,9875,0,0
3807,[],5,19,"[u'volley', u'shot', u'shot']",3,10257,41542,2015/2016,9,19,7943,0,3
3808,"[u'y', u'y', u'y2']",31,34,"[u'distance', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'header', u'shot', 'penalty', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'header', u'shot', 'penalty', u'distance', u'shot', 'penalty', u'shot', u'shot', u'shot', u'volley', u'header', u'shot', u'shot', u'volley', u'bicycle_kick', u'shot', u'shot', u'shot', u'shot', u'shot']",36,10257,25759,2015/2016,69,78,9875,3,33
3809,"[u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",42,69,"['penalty', u'tap_in', u'shot', 'penalty', u'shot', 'penalty', u'direct_freekick']",7,10257,364520,2015/2016,36,41,7943,3,4
3810,"[u'y', u'y']",18,6,[u'lob'],1,10257,215584,2015/2016,5,5,9875,0,1
3811,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",57,36,[u'header'],1,10257,41497,2015/2016,8,2,7943,0,1
3812,"[u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y']",36,50,"[u'header', u'shot']",2,10257,27685,2015/2016,6,3,7943,0,2
3813,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",48,52,[],0,10257,178120,2015/2016,6,1,7943,0,0
3814,"[u'y', u'y', u'y', u'y', u'y']",45,18,[u'distance'],1,10257,317156,2015/2016,21,12,7943,0,1
3815,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",24,30,[],0,10257,32769,2015/2016,1,5,7943,0,0
3816,[u'y'],9,8,"[u'distance', u'header', u'shot', 'penalty', u'shot']",5,10257,172899,2015/2016,13,12,9875,1,4
3817,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",40,57,"[u'header', u'direct_freekick', u'shot', u'distance', u'shot', u'shot', u'header']",7,10257,195199,2015/2016,30,35,7943,0,7
3818,"[u'y', u'y']",10,8,[u'shot'],1,10257,155257,2015/2016,5,6,9875,0,1
3819,[],17,29,"[u'tap_in', 'penalty', u'shot', u'distance', u'shot', u'shot']",6,10257,41658,2015/2016,35,40,9875,1,5
3820,[u'y'],28,28,"[u'volley', 'penalty']",2,10257,183059,2015/2016,7,17,7943,1,1
3821,"[u'y', u'y', u'y']",12,21,"[u'header', u'shot', u'deflected', u'header', u'shot']",5,10257,415539,2015/2016,11,17,7943,0,5
3822,"[u'y', u'y', u'y', u'y']",20,58,"[u'header', u'tap_in', u'shot', u'lob', u'shot', u'shot', u'tap_in']",7,10257,150330,2015/2016,26,27,9875,0,7
3823,"[u'y', u'r']",17,15,"[u'header', u'shot', u'tap_in', u'shot']",4,10257,41411,2015/2016,6,4,8543,0,4
3824,"[u'y', u'y']",13,16,[u'shot'],1,10257,317717,2015/2016,8,2,8543,0,1
3825,"[u'y', u'y', u'y', u'y']",21,20,[],0,10257,42650,2015/2016,4,2,8524,0,0
3826,"[u'y', u'y', u'y', u'y2', u'y']",25,8,[],0,10257,465628,2015/2016,5,1,8543,0,0
3827,"[u'y', u'y', u'y', u'y']",35,63,[],0,10257,199833,2015/2016,11,16,9857,0,0
3828,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",20,40,"[u'shot', u'shot', u'shot', u'direct_freekick', u'shot', u'shot', u'shot']",7,10257,167634,2015/2016,22,13,9857,0,7
3829,"[u'y', u'y2', u'y', u'y']",31,21,[],0,10257,300683,2015/2016,5,11,9857,0,0
3830,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",33,28,[u'loose_ball'],1,10257,24793,2015/2016,2,1,9857,0,1
3831,"[u'y', u'y', u'y', u'y', u'y', u'y']",34,34,"[u'shot', u'shot', u'tap_in', u'volley']",4,10257,40659,2015/2016,9,13,9857,0,4
3832,"[u'y', u'y2', u'r', u'y', u'y', u'y', u'y', u'y', u'y']",37,27,[u'header'],1,10257,33888,2015/2016,9,10,8636,0,1
3833,[],2,2,[],0,10257,25526,2015/2016,0,0,8636,0,0
3834,"[u'y', u'y']",10,19,"[u'shot', u'direct_freekick', u'distance']",3,10257,155738,2015/2016,17,21,8636,0,3
3835,[u'y'],22,42,"[u'shot', u'tap_in', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'volley', 'penalty', u'header', u'lob', u'shot', u'shot', u'shot']",16,10257,282770,2015/2016,30,13,8636,1,15
3836,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'r', u'y']",44,36,[u'header'],1,10257,19327,2015/2016,4,4,8636,0,1
3837,"[u'y', u'y', u'y']",8,13,[u'volley'],1,10257,40686,2015/2016,8,7,8636,0,1
3838,"[u'y', u'y', u'y', u'y', u'y']",28,16,"[u'shot', u'header', u'header', u'shot', u'tap_in', u'shot', u'tap_in']",7,10257,163670,2015/2016,37,27,8636,0,7
3839,"[u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y']",50,22,[],0,10257,668307,2015/2016,10,6,9857,0,0
3840,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y']",36,15,"[u'bicycle_kick', u'header', u'header']",3,10257,181997,2015/2016,7,6,9891,0,3
3841,"[u'y', u'y', u'y2']",19,22,[],0,10257,399549,2015/2016,3,6,9891,0,0
3842,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",49,12,[],0,10257,161661,2015/2016,12,7,208931,0,0
3843,"[u'y', u'y', u'y', u'y', u'y']",23,1,[],0,10257,111739,2015/2016,5,1,208931,0,0
3844,"[u'y', u'y']",1,4,[],0,10257,213299,2015/2016,0,0,9891,0,0
3845,"[u'r', u'y']",20,13,"[u'shot', u'shot', u'shot', u'header']",4,10257,39447,2015/2016,13,12,208931,0,4
3846,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",43,37,[u'shot'],1,10257,80126,2015/2016,7,10,208931,0,1
3847,[u'y'],60,48,"[u'shot', 'penalty', u'header', u'shot', u'shot', u'header', 'penalty', u'shot', u'header']",9,10257,42052,2015/2016,29,32,9891,2,7
3848,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",33,40,"[u'shot', u'shot', u'shot', u'header']",4,10257,33706,2015/2016,8,14,9891,0,4
3849,"[u'y', u'y']",15,4,[],0,10257,448321,2015/2016,4,6,208931,0,0
3850,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",41,42,"[u'header', u'header', u'volley', u'header', u'header']",5,10257,97789,2015/2016,10,5,9876,0,5
3851,[u'y'],6,3,[],0,10257,41629,2015/2016,0,0,9876,0,0
3852,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",47,33,"[u'volley', u'shot']",2,10257,206322,2015/2016,21,24,8535,0,2
3853,"[u'y', u'y']",57,34,"[u'header', u'distance', u'header', u'header']",4,10257,168727,2015/2016,18,17,9876,0,4
3854,"[u'y', u'y', u'y', u'y', u'y']",13,17,[],0,10257,24536,2015/2016,2,2,8535,0,0
3855,[u'y'],5,6,[],0,10257,38699,2015/2016,5,9,8535,0,0
3856,[u'y'],6,12,"[u'shot', u'shot']",2,10257,43319,2015/2016,1,4,8535,0,2
3857,"[u'y', u'y', u'y', u'y', u'y']",34,11,"[u'header', u'header', u'header']",3,10257,26564,2015/2016,11,6,8564,0,3
3858,"[u'y', u'y', u'y']",11,8,[],0,10257,42008,2015/2016,0,1,8533,0,0
3859,"[u'y', u'y', u'y', u'y', u'y']",25,47,[],0,10257,24507,2015/2016,15,15,8564,0,0
3860,"[u'y', u'y']",8,22,"['penalty', u'shot', 'penalty', u'tap_in', u'volley']",5,10257,24448,2015/2016,8,8,8533,2,3
3861,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",40,19,[],0,10257,33816,2015/2016,5,3,8533,0,0
3862,[],16,20,[],0,10257,41269,2015/2016,5,11,8564,0,0
3863,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",60,41,[u'header'],1,10257,72518,2015/2016,30,19,8564,0,1
3864,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",48,28,[u'header'],1,10257,26223,2015/2016,7,3,8533,0,1
3865,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",27,11,[],0,10257,27731,2015/2016,1,2,8533,0,0
3866,"[u'y', u'y', u'y', u'y', u'y', u'y']",33,19,[u'shot'],1,10257,22283,2015/2016,6,3,8533,0,1
3867,"[u'y', u'y', u'y']",1,5,[],0,10257,618878,2015/2016,0,0,8564,0,0
3868,"[u'y', u'y', u'y', u'y2', u'y']",18,19,[],0,10257,139806,2015/2016,1,0,8540,0,0
3869,"[u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",53,57,[],0,10257,282775,2015/2016,2,2,9875,0,0
3870,"[u'y', u'y', u'y', u'y']",49,46,"[u'header', u'header', u'header', u'shot', u'shot', u'shot', u'header', u'header', u'shot', u'shot']",10,10257,30881,2015/2016,23,14,8540,0,10
3871,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",35,23,[],0,10257,34029,2015/2016,6,4,9875,0,0
3872,"[u'y', u'y', u'y']",17,44,[],0,10257,187017,2015/2016,11,8,9875,0,0
3873,"[u'y', u'y', u'y', u'y']",30,22,"[u'tap_in', u'shot', u'header', u'shot']",4,10257,211091,2015/2016,13,8,8540,0,4
3874,"[u'y', u'y', u'y', u'y']",55,66,"[u'shot', u'shot', u'shot']",3,10257,188652,2015/2016,15,14,9875,0,3
3875,"[u'y', u'y']",21,14,[],0,10257,267260,2015/2016,3,12,8540,0,0
3876,[u'y'],12,8,"[u'shot', u'header']",2,10257,401343,2015/2016,7,5,8600,0,2
3877,"[u'y', u'y', u'y']",11,8,[],0,10257,128020,2015/2016,4,5,8600,0,0
3878,"[u'y', u'y', u'y', u'y']",46,26,"[u'distance', u'shot', u'header']",3,10257,210111,2015/2016,4,7,8686,0,3
3879,"[u'y', u'y', u'y', u'y']",34,18,"[u'volley', u'header']",2,10257,276738,2015/2016,11,4,8686,0,2
3880,"[u'r', u'y', u'y']",11,12,[u'shot'],1,10257,34305,2015/2016,7,5,8686,0,1
3881,[u'y'],10,11,[],0,10257,401095,2015/2016,7,1,8600,0,0
3882,[u'y'],5,1,[],0,10257,291655,2015/2016,0,0,8686,0,0
3883,"[u'y', u'y', u'y']",17,5,[],0,10257,71466,2015/2016,1,3,8686,0,0
3884,[u'y'],9,9,"[u'shot', u'shot']",2,10257,161015,2015/2016,7,11,8686,0,2
3885,[u'y'],7,16,[u'shot'],1,10257,245572,2015/2016,6,4,8686,0,1
3886,"[u'y', u'y', u'y']",29,24,[],0,10257,195717,2015/2016,6,1,9882,0,0
3887,[u'y'],5,24,[],0,10257,193439,2015/2016,2,2,8534,0,0
3888,"[u'y', u'y', u'y', u'y']",19,19,[u'shot'],1,10257,41865,2015/2016,6,3,8534,0,1
3889,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",41,21,"[u'distance', u'distance']",2,10257,192842,2015/2016,16,15,8534,0,2
3890,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",24,60,"[u'header', u'loose_ball']",2,10257,212643,2015/2016,3,1,8534,0,2
3891,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",21,19,[],0,10257,18823,2015/2016,0,5,9882,0,0
3892,[],1,0,[],0,10257,237623,2015/2016,2,1,9882,0,0
3893,"[u'y', u'y', u'y']",7,18,[u'shot'],1,10257,438456,2015/2016,6,5,8534,0,1
3894,"[u'y', u'y', u'y', u'y', u'y']",22,26,[u'header'],1,10257,299370,2015/2016,1,1,8534,0,1
3895,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",15,39,"[u'shot', u'shot', u'shot']",3,10257,319631,2015/2016,14,14,9882,0,3
3896,"[u'y', u'y', u'y']",41,27,[],0,10257,30920,2015/2016,13,6,9882,0,0
3897,"[u'y', u'y']",8,7,[],0,10257,41605,2015/2016,1,1,9882,0,0
3898,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",46,84,"[u'deflected', u'shot']",2,10257,237606,2015/2016,21,24,8534,0,2
3899,"[u'y', u'y']",0,5,[],0,10257,178732,2015/2016,0,0,8534,0,0
3900,"[u'y', u'y']",32,87,"[u'tap_in', u'header', u'shot', u'shot']",4,10257,155066,2015/2016,17,15,9885,0,4
3901,"[u'y', u'y', u'y', u'y']",16,8,"[u'distance', u'shot']",2,10257,421786,2015/2016,0,2,9885,0,2
3902,"[u'y', u'y', u'y']",20,19,[],0,10257,39222,2015/2016,3,7,7943,0,0
3903,"[u'y', u'y', u'y', u'y', u'y', u'y']",27,12,[u'shot'],1,10257,244966,2015/2016,3,3,9885,0,1
3904,[u'y'],14,10,"[u'header', u'shot', u'header', u'shot']",4,10257,27657,2015/2016,9,7,7943,0,4
3905,"[u'y', u'y', u'y', u'y', u'y', u'y']",41,53,"[u'tap_in', u'tap_in', 'penalty', u'shot', u'shot', u'shot', u'header']",7,10257,213501,2015/2016,19,20,9885,1,6
3906,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",28,36,"[u'shot', u'shot']",2,10257,157865,2015/2016,10,7,9885,0,2
3907,"[u'y', u'y', u'y', u'y', u'y', u'y']",21,12,[u'distance'],1,10257,21446,2015/2016,10,17,9885,0,1
3908,[u'y'],0,0,[],0,10257,414788,2015/2016,0,0,7943,0,0
3909,"[u'r', u'y', u'y', u'y']",65,32,"[u'shot', u'shot', u'header', u'header', u'header', u'tap_in', u'shot', u'header', u'bicycle_kick', u'shot', u'shot', u'tap_in', u'volley', u'shot']",14,10257,231176,2015/2016,33,33,10233,0,14
3910,"[u'y', u'y']",12,6,[u'shot'],1,10257,242783,2015/2016,1,2,10233,0,1
3911,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",26,14,[],0,10257,164029,2015/2016,3,1,10233,0,0
3912,"[u'y', u'y', u'y', u'y']",68,89,"[u'shot', u'shot', u'tap_in', u'shot', u'shot', u'header', u'shot', 'penalty', 'penalty', 'penalty', 'penalty', u'shot']",12,10257,309726,2015/2016,30,37,9804,4,8
3913,"[u'y', u'y', u'y', u'y', u'y2']",29,28,[u'shot'],1,10257,24791,2015/2016,7,2,9804,0,1
3914,"[u'y', u'y', u'y', u'y']",38,39,[],0,10257,46297,2015/2016,5,7,10233,0,0
3915,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",76,52,"[u'distance', u'shot', u'distance']",3,10257,52243,2015/2016,16,11,10233,0,3
3916,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y2', u'y']",41,44,[],0,10257,301023,2015/2016,5,6,10233,0,0
3917,"[u'y', u'y', u'y']",28,8,[u'distance'],1,10257,244811,2015/2016,8,3,9804,0,1
3918,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",32,3,"[u'distance', u'volley']",2,10257,39419,2015/2016,5,4,9804,0,2
3919,[u'y'],18,6,"[u'tap_in', u'header', u'deflected']",3,10257,26221,2015/2016,12,8,10233,0,3
3920,"[u'r', u'y', u'r']",10,27,['penalty'],1,10257,101422,2015/2016,12,6,10233,1,0
3921,"[u'y', u'y', u'y']",21,8,"[u'shot', u'distance']",2,10257,110378,2015/2016,8,12,10233,0,2
3922,[],18,18,"['penalty', u'shot', u'tap_in', u'shot']",4,10257,35421,2015/2016,12,7,8524,1,3
3923,"[u'y', u'y', u'y', u'y']",18,7,['penalty'],1,10257,39201,2015/2016,2,2,8524,1,0
3924,"[u'y', u'y']",21,12,"[u'shot', u'shot']",2,10257,518663,2015/2016,7,10,9857,0,2
3925,"[u'r', u'y', u'y', u'y', u'y', u'y', u'r']",37,21,[u'header'],1,10257,40621,2015/2016,1,1,8524,0,1
3926,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",35,14,[u'header'],1,10257,127374,2015/2016,1,5,8524,0,1
3927,"[u'y', u'y', u'y', u'y', u'y']",39,51,"['penalty', u'tap_in', u'shot', u'deflected', 'penalty', 'penalty']",6,10257,24549,2015/2016,33,38,9876,3,3
3928,"[u'y', u'y', u'y', u'y']",23,26,[u'shot'],1,10257,30906,2015/2016,5,9,208931,0,1
3929,"[u'y', u'y', u'y', u'y', u'y']",16,6,[],0,10257,39304,2015/2016,1,0,8533,0,0
3930,[],1,13,[],0,10257,27702,2015/2016,1,0,9882,0,0
3931,"[u'y', u'y', u'y']",40,29,"[u'shot', u'header', u'distance']",3,10257,212770,2015/2016,17,18,8533,0,3
3932,"[u'y', u'y', u'y']",10,15,[u'shot'],1,10257,37631,2015/2016,2,4,8535,0,1
3933,"[u'y', u'y']",21,17,"['penalty', u'tap_in', u'header', u'shot', u'shot']",5,10257,184629,2015/2016,10,9,8535,1,4
3934,"[u'y', u'y']",11,1,[u'distance'],1,10257,265725,2015/2016,3,2,8535,0,1
3935,"[u'y', u'y', u'y']",11,13,"[u'shot', u'header']",2,10257,42443,2015/2016,3,4,9891,0,2
3936,[],1,3,[u'volley'],1,10257,37441,2015/2016,3,2,8535,0,1
3937,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",61,18,[],0,10257,210428,2015/2016,5,1,9875,0,0
3938,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",41,43,"[u'volley', u'shot', u'direct_freekick']",3,10257,30940,2015/2016,12,16,10233,0,3
3939,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",27,7,[u'distance'],1,10257,41199,2015/2016,13,14,8636,0,1
3940,"[u'y', u'y', u'y', u'y', u'y']",1,5,[],0,10257,42422,2015/2016,0,0,8636,0,0
3941,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",37,23,[],0,10257,41890,2015/2016,14,8,9885,0,0
3942,[u'y'],1,1,[],0,10257,30717,2015/2016,0,0,9885,0,0
3943,"[u'y', u'y', u'y']",20,21,"[u'tap_in', u'tap_in', u'shot', u'header', u'lob', u'shot']",6,10257,30638,2015/2016,14,13,8543,0,6
3944,[u'y'],9,11,[],0,10257,57124,2015/2016,3,2,8564,0,0
3945,"[u'y', u'y', u'y', u'y']",5,2,[u'header'],1,10257,30453,2015/2016,1,2,8564,0,1
3946,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y']",43,16,[],0,10257,128036,2015/2016,7,1,8543,0,0
3947,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",24,14,"[u'header', u'header']",2,10257,118616,2015/2016,2,0,8540,0,2
3948,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y']",41,8,[u'shot'],1,10257,169752,2015/2016,5,1,8540,0,1
3949,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",19,15,[u'shot'],1,10257,206242,2015/2016,10,6,8534,0,1
3950,"[u'y', u'y', u'y', u'y', u'y']",19,18,"[u'distance', u'shot']",2,10257,362121,2015/2016,3,2,8540,0,2
3951,"[u'y', u'y', u'y']",19,23,[u'direct_freekick'],1,10257,41694,2015/2016,9,12,8600,0,1
3952,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y']",36,19,[u'header'],1,10257,27719,2015/2016,4,3,8600,0,1
3953,[u'y'],2,4,[],0,10257,79262,2015/2016,0,0,7943,0,0
3954,[u'y'],2,3,[],0,10257,215725,2015/2016,0,0,7943,0,0
3955,"[u'y', u'y', u'y', u'r']",2,5,[],0,10257,39170,2015/2016,0,0,7943,0,0
3956,[u'y'],2,5,[],0,10257,96532,2015/2016,0,1,7943,0,0
3957,[],2,3,[],0,10257,112476,2015/2016,0,1,7943,0,0
3958,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",21,20,[],0,10257,279873,2015/2016,6,2,8600,0,0
3959,[],6,10,[u'tap_in'],1,10257,27734,2015/2016,11,22,8600,0,1
3960,"[u'y', u'y', u'r', u'y']",14,15,"[u'shot', u'header', u'shot', u'volley', u'header']",5,10257,42346,2015/2016,6,7,9885,0,5
3961,"[u'y', u'y']",13,7,[],0,10257,156534,2015/2016,18,12,9891,0,0
3962,"[u'y', u'y', u'y', u'y']",18,8,"[u'header', u'header']",2,10257,287337,2015/2016,5,0,9876,0,2
3963,"[u'y', u'y', u'y', u'y']",17,9,[],0,10257,42691,2015/2016,1,0,9857,0,0
3964,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",44,35,"[u'direct_freekick', 'penalty']",2,10257,27671,2015/2016,15,21,8524,1,1
3965,[u'y'],47,28,"['penalty', u'shot', u'shot', 'penalty', u'shot']",5,10257,46241,2015/2016,18,14,8564,2,3
